Sex;Provinces;Rates;Periodo;Total
Males;25 Lleida;Employment rate;2022QII;60,76
Males;25 Lleida;Employment rate;2022QI;64,78
Males;25 Lleida;Employment rate;2021QIV;62,41
Males;25 Lleida;Employment rate;2021QIII;62,29
Males;25 Lleida;Employment rate;2021QII;60,53
Males;25 Lleida;Employment rate;2021QI;61,09
Males;27 Lugo;Activity rate;2023QIV;54,47
Males;27 Lugo;Activity rate;2023QIII;55,94
Males;27 Lugo;Activity rate;2023QII;53,79
Males;27 Lugo;Activity rate;2023QI;54,9
Males;27 Lugo;Activity rate;2022QIV;54,96
Males;27 Lugo;Activity rate;2022QIII;54,33
Males;27 Lugo;Activity rate;2022QII;54,23
Males;27 Lugo;Activity rate;2022QI;54,46
Males;27 Lugo;Activity rate;2021QIV;55,39
Males;27 Lugo;Activity rate;2021QIII;56,39
Males;27 Lugo;Activity rate;2021QII;57,02
Males;27 Lugo;Activity rate;2021QI;55,95
Males;27 Lugo;Unemployment rate;2023QIV;6,6
Males;27 Lugo;Unemployment rate;2023QIII;8,7
Males;27 Lugo;Unemployment rate;2023QII;7,7
Males;27 Lugo;Unemployment rate;2023QI;8,03
Males;27 Lugo;Unemployment rate;2022QIV;7,78
Males;27 Lugo;Unemployment rate;2022QIII;7,77
Males;27 Lugo;Unemployment rate;2022QII;8,78
Males;27 Lugo;Unemployment rate;2022QI;10,76
Males;27 Lugo;Unemployment rate;2021QIV;9,79
Males;27 Lugo;Unemployment rate;2021QIII;9,59
Males;27 Lugo;Unemployment rate;2021QII;9,69
Males;27 Lugo;Unemployment rate;2021QI;8,67
Males;27 Lugo;Employment rate;2023QIV;50,87
Males;27 Lugo;Employment rate;2023QIII;51,07
Males;27 Lugo;Employment rate;2023QII;49,65
Males;27 Lugo;Employment rate;2023QI;50,49
Males;27 Lugo;Employment rate;2022QIV;50,68
Males;27 Lugo;Employment rate;2022QIII;50,1
Males;27 Lugo;Employment rate;2022QII;49,47
Males;27 Lugo;Employment rate;2022QI;48,6
Males;27 Lugo;Employment rate;2021QIV;49,97
Males;27 Lugo;Employment rate;2021QIII;50,98
Males;27 Lugo;Employment rate;2021QII;51,49
Males;27 Lugo;Employment rate;2021QI;51,1
Males;28 Madrid;Activity rate;2023QIV;67,94
Males;28 Madrid;Activity rate;2023QIII;68,01
Males;28 Madrid;Activity rate;2023QII;68,29
Males;28 Madrid;Activity rate;2023QI;67,08
Males;28 Madrid;Activity rate;2022QIV;67,54
Males;28 Madrid;Activity rate;2022QIII;67,99
Males;28 Madrid;Activity rate;2022QII;68,74
Males;28 Madrid;Activity rate;2022QI;68,6
Males;28 Madrid;Activity rate;2021QIV;67,88
Males;28 Madrid;Activity rate;2021QIII;67,54
Males;28 Madrid;Activity rate;2021QII;67,57
Males;28 Madrid;Activity rate;2021QI;67,49
Males;28 Madrid;Unemployment rate;2023QIV;8,9
Males;28 Madrid;Unemployment rate;2023QIII;8,53
Males;28 Madrid;Unemployment rate;2023QII;7,98
Males;28 Madrid;Unemployment rate;2023QI;9,95
Males;28 Madrid;Unemployment rate;2022QIV;9,57
Males;28 Madrid;Unemployment rate;2022QIII;9,47
Males;28 Madrid;Unemployment rate;2022QII;9,05
Males;28 Madrid;Unemployment rate;2022QI;10,31
Males;28 Madrid;Unemployment rate;2021QIV;9,31
Males;28 Madrid;Unemployment rate;2021QIII;11,13
Males;28 Madrid;Unemployment rate;2021QII;11,41
Males;28 Madrid;Unemployment rate;2021QI;10,79
Males;28 Madrid;Employment rate;2023QIV;61,89
Males;28 Madrid;Employment rate;2023QIII;62,21
Males;28 Madrid;Employment rate;2023QII;62,84
Males;28 Madrid;Employment rate;2023QI;60,41
Males;28 Madrid;Employment rate;2022QIV;61,08
Males;28 Madrid;Employment rate;2022QIII;61,55
Males;28 Madrid;Employment rate;2022QII;62,52
Males;28 Madrid;Employment rate;2022QI;61,53
Males;28 Madrid;Employment rate;2021QIV;61,56
Males;28 Madrid;Employment rate;2021QIII;60,02
Males;28 Madrid;Employment rate;2021QII;59,86
Males;28 Madrid;Employment rate;2021QI;60,21
Males;29 Málaga;Activity rate;2023QIV;63,07
Males;29 Málaga;Activity rate;2023QIII;63,34
Males;29 Málaga;Activity rate;2023QII;62,6
Males;29 Málaga;Activity rate;2023QI;61,58
Males;29 Málaga;Activity rate;2022QIV;60,89
Males;29 Málaga;Activity rate;2022QIII;62,67
Males;29 Málaga;Activity rate;2022QII;62,07
Males;29 Málaga;Activity rate;2022QI;60,4
Males;29 Málaga;Activity rate;2021QIV;62,57
Males;29 Málaga;Activity rate;2021QIII;61,89
Males;29 Málaga;Activity rate;2021QII;61,2
Males;29 Málaga;Activity rate;2021QI;60,47
Males;29 Málaga;Unemployment rate;2023QIV;14,24
Males;29 Málaga;Unemployment rate;2023QIII;13,79
Males;29 Málaga;Unemployment rate;2023QII;12,16
Males;29 Málaga;Unemployment rate;2023QI;15,89
Males;29 Málaga;Unemployment rate;2022QIV;17,48
Males;29 Málaga;Unemployment rate;2022QIII;11,61
Males;29 Málaga;Unemployment rate;2022QII;14,96
Males;29 Málaga;Unemployment rate;2022QI;16,89
Males;29 Málaga;Unemployment rate;2021QIV;16,62
Males;29 Málaga;Unemployment rate;2021QIII;17,16
Males;29 Málaga;Unemployment rate;2021QII;16,55
Males;29 Málaga;Unemployment rate;2021QI;20,33
Males;29 Málaga;Employment rate;2023QIV;54,09
Males;29 Málaga;Employment rate;2023QIII;54,61
Males;29 Málaga;Employment rate;2023QII;54,99
Males;29 Málaga;Employment rate;2023QI;51,79
Males;29 Málaga;Employment rate;2022QIV;50,24
Males;29 Málaga;Employment rate;2022QIII;55,39
Males;29 Málaga;Employment rate;2022QII;52,79
Males;29 Málaga;Employment rate;2022QI;50,2
Males;29 Málaga;Employment rate;2021QIV;52,17
Males;29 Málaga;Employment rate;2021QIII;51,27
Males;29 Málaga;Employment rate;2021QII;51,07
Males;29 Málaga;Employment rate;2021QI;48,17
Males;30 Murcia;Activity rate;2023QIV;65,85
Males;30 Murcia;Activity rate;2023QIII;66,42
Males;30 Murcia;Activity rate;2023QII;65,86
Males;30 Murcia;Activity rate;2023QI;65,67
Males;30 Murcia;Activity rate;2022QIV;66,32
Males;30 Murcia;Activity rate;2022QIII;65,66
Males;30 Murcia;Activity rate;2022QII;65,54
Males;30 Murcia;Activity rate;2022QI;66,49
Males;30 Murcia;Activity rate;2021QIV;67,27
Males;30 Murcia;Activity rate;2021QIII;68,27
Males;30 Murcia;Activity rate;2021QII;68,35
Males;30 Murcia;Activity rate;2021QI;67,21
Males;30 Murcia;Unemployment rate;2023QIV;9,68
Males;30 Murcia;Unemployment rate;2023QIII;11,39
Males;30 Murcia;Unemployment rate;2023QII;11,38
Males;30 Murcia;Unemployment rate;2023QI;11,26
Males;30 Murcia;Unemployment rate;2022QIV;10,91
Males;30 Murcia;Unemployment rate;2022QIII;13,09
Males;30 Murcia;Unemployment rate;2022QII;10,48
Males;30 Murcia;Unemployment rate;2022QI;11,9
Males;30 Murcia;Unemployment rate;2021QIV;10,58
Males;30 Murcia;Unemployment rate;2021QIII;12,82
Males;30 Murcia;Unemployment rate;2021QII;11,23
Males;30 Murcia;Unemployment rate;2021QI;13,24
Males;30 Murcia;Employment rate;2023QIV;59,47
Males;30 Murcia;Employment rate;2023QIII;58,85
Males;30 Murcia;Employment rate;2023QII;58,36
Males;30 Murcia;Employment rate;2023QI;58,28
Males;30 Murcia;Employment rate;2022QIV;59,09
Males;30 Murcia;Employment rate;2022QIII;57,07
Males;30 Murcia;Employment rate;2022QII;58,67
Males;30 Murcia;Employment rate;2022QI;58,57
Males;30 Murcia;Employment rate;2021QIV;60,15
Males;30 Murcia;Employment rate;2021QIII;59,52
Males;30 Murcia;Employment rate;2021QII;60,67
Males;30 Murcia;Employment rate;2021QI;58,31
Males;31 Navarra;Activity rate;2023QIV;63,11
Males;31 Navarra;Activity rate;2023QIII;63,83
Males;31 Navarra;Activity rate;2023QII;63,02
Males;31 Navarra;Activity rate;2023QI;63,31
Males;31 Navarra;Activity rate;2022QIV;64,12
Males;31 Navarra;Activity rate;2022QIII;63,6
Males;31 Navarra;Activity rate;2022QII;63,27
Males;31 Navarra;Activity rate;2022QI;63,1
Males;31 Navarra;Activity rate;2021QIV;63,24
Males;31 Navarra;Activity rate;2021QIII;62,55
Males;31 Navarra;Activity rate;2021QII;62,01
Males;31 Navarra;Activity rate;2021QI;62,16
Males;31 Navarra;Unemployment rate;2023QIV;7,79
Males;31 Navarra;Unemployment rate;2023QIII;9,02
Males;31 Navarra;Unemployment rate;2023QII;7,97
Males;31 Navarra;Unemployment rate;2023QI;11,69
Males;31 Navarra;Unemployment rate;2022QIV;9,66
Males;31 Navarra;Unemployment rate;2022QIII;7,51
Males;31 Navarra;Unemployment rate;2022QII;7,72
Males;31 Navarra;Unemployment rate;2022QI;11,42
Males;31 Navarra;Unemployment rate;2021QIV;11,31
Males;31 Navarra;Unemployment rate;2021QIII;12,03
Males;31 Navarra;Unemployment rate;2021QII;10,72
Males;31 Navarra;Unemployment rate;2021QI;11,58
Males;31 Navarra;Employment rate;2023QIV;58,2
Males;31 Navarra;Employment rate;2023QIII;58,08
Males;31 Navarra;Employment rate;2023QII;57,99
Males;31 Navarra;Employment rate;2023QI;55,91
Males;31 Navarra;Employment rate;2022QIV;57,92
Males;31 Navarra;Employment rate;2022QIII;58,83
Males;31 Navarra;Employment rate;2022QII;58,39
Males;31 Navarra;Employment rate;2022QI;55,89
Males;31 Navarra;Employment rate;2021QIV;56,09
Males;31 Navarra;Employment rate;2021QIII;55,03
Males;31 Navarra;Employment rate;2021QII;55,36
Males;31 Navarra;Employment rate;2021QI;54,97
Males;32 Ourense;Activity rate;2023QIV;52,08
Males;32 Ourense;Activity rate;2023QIII;51,48
Males;32 Ourense;Activity rate;2023QII;51,41
Males;32 Ourense;Activity rate;2023QI;49,08
Males;32 Ourense;Activity rate;2022QIV;49,74
Males;32 Ourense;Activity rate;2022QIII;51,66
Males;32 Ourense;Activity rate;2022QII;51,85
Males;32 Ourense;Activity rate;2022QI;51,8
Males;32 Ourense;Activity rate;2021QIV;52,28
Males;32 Ourense;Activity rate;2021QIII;53,39
Males;32 Ourense;Activity rate;2021QII;52,43
Males;32 Ourense;Activity rate;2021QI;51,49
Males;32 Ourense;Unemployment rate;2023QIV;9,75
Males;32 Ourense;Unemployment rate;2023QIII;7,52
Males;32 Ourense;Unemployment rate;2023QII;8,9
Males;32 Ourense;Unemployment rate;2023QI;11,41
Males;32 Ourense;Unemployment rate;2022QIV;10,7
Males;32 Ourense;Unemployment rate;2022QIII;8,5
Males;32 Ourense;Unemployment rate;2022QII;10,39
Males;32 Ourense;Unemployment rate;2022QI;11,81
Males;32 Ourense;Unemployment rate;2021QIV;10,35
Males;32 Ourense;Unemployment rate;2021QIII;9,25
Males;32 Ourense;Unemployment rate;2021QII;10,91
Males;32 Ourense;Unemployment rate;2021QI;10,7
Males;32 Ourense;Employment rate;2023QIV;47
Males;32 Ourense;Employment rate;2023QIII;47,61
Males;32 Ourense;Employment rate;2023QII;46,84
Males;32 Ourense;Employment rate;2023QI;43,48
Males;32 Ourense;Employment rate;2022QIV;44,42
Males;32 Ourense;Employment rate;2022QIII;47,27
Males;32 Ourense;Employment rate;2022QII;46,46
Males;32 Ourense;Employment rate;2022QI;45,68
Males;32 Ourense;Employment rate;2021QIV;46,87
Males;32 Ourense;Employment rate;2021QIII;48,45
Males;32 Ourense;Employment rate;2021QII;46,71
Males;32 Ourense;Employment rate;2021QI;45,98
Males;34 Palencia;Activity rate;2023QIV;62,46
Males;34 Palencia;Activity rate;2023QIII;61,94
Males;34 Palencia;Activity rate;2023QII;61,53
Males;34 Palencia;Activity rate;2023QI;60,63
Males;34 Palencia;Activity rate;2022QIV;61,56
Males;34 Palencia;Activity rate;2022QIII;61,98
Males;34 Palencia;Activity rate;2022QII;59,28
Males;34 Palencia;Activity rate;2022QI;56,41
Males;34 Palencia;Activity rate;2021QIV;58,64
Males;34 Palencia;Activity rate;2021QIII;59,38
Males;34 Palencia;Activity rate;2021QII;58,94
Males;34 Palencia;Activity rate;2021QI;56,77
Males;34 Palencia;Unemployment rate;2023QIV;4,74
Males;34 Palencia;Unemployment rate;2023QIII;5,06
Males;34 Palencia;Unemployment rate;2023QII;6,1
Males;34 Palencia;Unemployment rate;2023QI;9,18
Males;34 Palencia;Unemployment rate;2022QIV;8,27
Males;34 Palencia;Unemployment rate;2022QIII;4,24
Males;34 Palencia;Unemployment rate;2022QII;11,79
Males;34 Palencia;Unemployment rate;2022QI;11,21
Males;34 Palencia;Unemployment rate;2021QIV;8,23
Males;34 Palencia;Unemployment rate;2021QIII;7,68
Males;34 Palencia;Unemployment rate;2021QII;8,87
Males;34 Palencia;Unemployment rate;2021QI;10,82
Males;34 Palencia;Employment rate;2023QIV;59,5
Males;34 Palencia;Employment rate;2023QIII;58,8
Males;34 Palencia;Employment rate;2023QII;57,78
Males;34 Palencia;Employment rate;2023QI;55,06
Males;34 Palencia;Employment rate;2022QIV;56,47
Males;34 Palencia;Employment rate;2022QIII;59,36
Males;34 Palencia;Employment rate;2022QII;52,29
Males;34 Palencia;Employment rate;2022QI;50,09
Males;34 Palencia;Employment rate;2021QIV;53,82
Males;34 Palencia;Employment rate;2021QIII;54,82
Males;34 Palencia;Employment rate;2021QII;53,72
Males;34 Palencia;Employment rate;2021QI;50,63
Males;35 Palmas, Las;Activity rate;2023QIV;64,87
Males;35 Palmas, Las;Activity rate;2023QIII;65,3
Males;35 Palmas, Las;Activity rate;2023QII;65,56
Males;35 Palmas, Las;Activity rate;2023QI;66,55
Males;35 Palmas, Las;Activity rate;2022QIV;66,01
Males;35 Palmas, Las;Activity rate;2022QIII;65,41
Males;35 Palmas, Las;Activity rate;2022QII;65,23
Males;35 Palmas, Las;Activity rate;2022QI;63,45
Males;35 Palmas, Las;Activity rate;2021QIV;63,64
Males;35 Palmas, Las;Activity rate;2021QIII;63,43
Males;35 Palmas, Las;Activity rate;2021QII;58,57
Males;35 Palmas, Las;Activity rate;2021QI;57,69
Males;35 Palmas, Las;Unemployment rate;2023QIV;14,2
Males;35 Palmas, Las;Unemployment rate;2023QIII;13,19
Males;35 Palmas, Las;Unemployment rate;2023QII;12,15
Males;35 Palmas, Las;Unemployment rate;2023QI;14,79
Males;35 Palmas, Las;Unemployment rate;2022QIV;12,57
Males;35 Palmas, Las;Unemployment rate;2022QIII;15,42
Males;35 Palmas, Las;Unemployment rate;2022QII;18,03
Males;35 Palmas, Las;Unemployment rate;2022QI;18,57
Males;35 Palmas, Las;Unemployment rate;2021QIV;17,48
Males;35 Palmas, Las;Unemployment rate;2021QIII;22,45
Males;35 Palmas, Las;Unemployment rate;2021QII;23,2
Males;35 Palmas, Las;Unemployment rate;2021QI;26,5
Males;35 Palmas, Las;Employment rate;2023QIV;55,66
Males;35 Palmas, Las;Employment rate;2023QIII;56,68
Males;35 Palmas, Las;Employment rate;2023QII;57,59
Males;35 Palmas, Las;Employment rate;2023QI;56,71
Males;35 Palmas, Las;Employment rate;2022QIV;57,71
Males;35 Palmas, Las;Employment rate;2022QIII;55,32
Males;35 Palmas, Las;Employment rate;2022QII;53,47
Males;35 Palmas, Las;Employment rate;2022QI;51,67
Males;35 Palmas, Las;Employment rate;2021QIV;52,52
Males;35 Palmas, Las;Employment rate;2021QIII;49,19
Males;35 Palmas, Las;Employment rate;2021QII;44,98
Males;35 Palmas, Las;Employment rate;2021QI;42,41
Males;36 Pontevedra;Activity rate;2023QIV;59
Males;36 Pontevedra;Activity rate;2023QIII;60,39
Males;36 Pontevedra;Activity rate;2023QII;60,07
Males;36 Pontevedra;Activity rate;2023QI;58,89
Males;36 Pontevedra;Activity rate;2022QIV;58,94
Males;36 Pontevedra;Activity rate;2022QIII;59,06
Males;36 Pontevedra;Activity rate;2022QII;58,76
Males;36 Pontevedra;Activity rate;2022QI;58,79
Males;36 Pontevedra;Activity rate;2021QIV;57,57
Males;36 Pontevedra;Activity rate;2021QIII;58,92
Males;36 Pontevedra;Activity rate;2021QII;57,98
Males;36 Pontevedra;Activity rate;2021QI;58,18
Males;36 Pontevedra;Unemployment rate;2023QIV;8,71
Males;36 Pontevedra;Unemployment rate;2023QIII;10,23
Males;36 Pontevedra;Unemployment rate;2023QII;10,84
Males;36 Pontevedra;Unemployment rate;2023QI;9,99
Males;36 Pontevedra;Unemployment rate;2022QIV;10,39
Males;36 Pontevedra;Unemployment rate;2022QIII;11,79
Males;36 Pontevedra;Unemployment rate;2022QII;11,44
Males;36 Pontevedra;Unemployment rate;2022QI;11,01
Males;36 Pontevedra;Unemployment rate;2021QIV;10,45
Males;36 Pontevedra;Unemployment rate;2021QIII;10,87
Males;36 Pontevedra;Unemployment rate;2021QII;12,63
Males;36 Pontevedra;Unemployment rate;2021QI;13,02
Males;36 Pontevedra;Employment rate;2023QIV;53,86
Males;36 Pontevedra;Employment rate;2023QIII;54,21
Males;36 Pontevedra;Employment rate;2023QII;53,56
Males;36 Pontevedra;Employment rate;2023QI;53,01
Males;36 Pontevedra;Employment rate;2022QIV;52,82
Males;36 Pontevedra;Employment rate;2022QIII;52,09
Males;36 Pontevedra;Employment rate;2022QII;52,04
Males;36 Pontevedra;Employment rate;2022QI;52,32
Males;36 Pontevedra;Employment rate;2021QIV;51,55
Males;36 Pontevedra;Employment rate;2021QIII;52,51
Males;36 Pontevedra;Employment rate;2021QII;50,65
Males;36 Pontevedra;Employment rate;2021QI;50,61
Males;26 Rioja, La;Activity rate;2023QIV;63,55
Males;26 Rioja, La;Activity rate;2023QIII;63,99
Males;26 Rioja, La;Activity rate;2023QII;64,27
Males;26 Rioja, La;Activity rate;2023QI;64,78
Males;26 Rioja, La;Activity rate;2022QIV;64,4
Males;26 Rioja, La;Activity rate;2022QIII;64,45
Males;26 Rioja, La;Activity rate;2022QII;65,2
Males;26 Rioja, La;Activity rate;2022QI;64,95
Males;26 Rioja, La;Activity rate;2021QIV;63,79
Males;26 Rioja, La;Activity rate;2021QIII;65,28
Males;26 Rioja, La;Activity rate;2021QII;66,1
Males;26 Rioja, La;Activity rate;2021QI;63,81
Males;26 Rioja, La;Unemployment rate;2023QIV;9,02
Males;26 Rioja, La;Unemployment rate;2023QIII;7,5
Males;26 Rioja, La;Unemployment rate;2023QII;5,83
Males;26 Rioja, La;Unemployment rate;2023QI;8,83
Males;26 Rioja, La;Unemployment rate;2022QIV;7,86
Males;26 Rioja, La;Unemployment rate;2022QIII;7,89
Males;26 Rioja, La;Unemployment rate;2022QII;10,05
Males;26 Rioja, La;Unemployment rate;2022QI;9,54
Males;26 Rioja, La;Unemployment rate;2021QIV;9,73
Males;26 Rioja, La;Unemployment rate;2021QIII;9,96
Males;26 Rioja, La;Unemployment rate;2021QII;7,07
Males;26 Rioja, La;Unemployment rate;2021QI;7,8
Males;26 Rioja, La;Employment rate;2023QIV;57,82
Males;26 Rioja, La;Employment rate;2023QIII;59,19
Males;26 Rioja, La;Employment rate;2023QII;60,52
Males;26 Rioja, La;Employment rate;2023QI;59,07
Males;26 Rioja, La;Employment rate;2022QIV;59,34
Males;26 Rioja, La;Employment rate;2022QIII;59,36
Males;26 Rioja, La;Employment rate;2022QII;58,65
Males;26 Rioja, La;Employment rate;2022QI;58,76
Males;26 Rioja, La;Employment rate;2021QIV;57,58
Males;26 Rioja, La;Employment rate;2021QIII;58,78
Males;26 Rioja, La;Employment rate;2021QII;61,43
Males;26 Rioja, La;Employment rate;2021QI;58,84
Males;37 Salamanca;Activity rate;2023QIV;57,17
Males;37 Salamanca;Activity rate;2023QIII;59,76
Males;37 Salamanca;Activity rate;2023QII;60,22
Males;37 Salamanca;Activity rate;2023QI;59,23
Males;37 Salamanca;Activity rate;2022QIV;59,72
Males;37 Salamanca;Activity rate;2022QIII;60,28
Males;37 Salamanca;Activity rate;2022QII;61,04
Males;37 Salamanca;Activity rate;2022QI;60,71
Males;37 Salamanca;Activity rate;2021QIV;60,51
Males;37 Salamanca;Activity rate;2021QIII;59,78
Males;37 Salamanca;Activity rate;2021QII;58,01
Males;37 Salamanca;Activity rate;2021QI;57,13
Males;37 Salamanca;Unemployment rate;2023QIV;9,52
Males;37 Salamanca;Unemployment rate;2023QIII;11,49
Males;37 Salamanca;Unemployment rate;2023QII;8,78
Males;37 Salamanca;Unemployment rate;2023QI;7,97
Males;37 Salamanca;Unemployment rate;2022QIV;9,05
Males;37 Salamanca;Unemployment rate;2022QIII;8,31
Males;37 Salamanca;Unemployment rate;2022QII;8,51
Males;37 Salamanca;Unemployment rate;2022QI;9,97
Males;37 Salamanca;Unemployment rate;2021QIV;9,62
Males;37 Salamanca;Unemployment rate;2021QIII;8,61
Males;37 Salamanca;Unemployment rate;2021QII;8,68
Males;37 Salamanca;Unemployment rate;2021QI;12,67
Males;37 Salamanca;Employment rate;2023QIV;51,73
Males;37 Salamanca;Employment rate;2023QIII;52,89
Males;37 Salamanca;Employment rate;2023QII;54,94
Males;37 Salamanca;Employment rate;2023QI;54,51
Males;37 Salamanca;Employment rate;2022QIV;54,31
Males;37 Salamanca;Employment rate;2022QIII;55,27
Males;37 Salamanca;Employment rate;2022QII;55,84
Males;37 Salamanca;Employment rate;2022QI;54,66
Males;37 Salamanca;Employment rate;2021QIV;54,68
Males;37 Salamanca;Employment rate;2021QIII;54,64
Males;37 Salamanca;Employment rate;2021QII;52,98
Males;37 Salamanca;Employment rate;2021QI;49,89
Males;38 Santa Cruz de Tenerife;Activity rate;2023QIV;64,45
Males;38 Santa Cruz de Tenerife;Activity rate;2023QIII;62,87
Males;38 Santa Cruz de Tenerife;Activity rate;2023QII;64,11
Males;38 Santa Cruz de Tenerife;Activity rate;2023QI;61,42
Males;38 Santa Cruz de Tenerife;Activity rate;2022QIV;62,6
Males;38 Santa Cruz de Tenerife;Activity rate;2022QIII;61,46
Males;38 Santa Cruz de Tenerife;Activity rate;2022QII;61,13
Males;38 Santa Cruz de Tenerife;Activity rate;2022QI;63,02
Males;38 Santa Cruz de Tenerife;Activity rate;2021QIV;63,15
Males;38 Santa Cruz de Tenerife;Activity rate;2021QIII;64,22
Males;38 Santa Cruz de Tenerife;Activity rate;2021QII;60,86
Males;38 Santa Cruz de Tenerife;Activity rate;2021QI;59,02
Males;38 Santa Cruz de Tenerife;Unemployment rate;2023QIV;14,35
Males;38 Santa Cruz de Tenerife;Unemployment rate;2023QIII;13,22
Males;38 Santa Cruz de Tenerife;Unemployment rate;2023QII;14
Males;38 Santa Cruz de Tenerife;Unemployment rate;2023QI;17,15
Males;38 Santa Cruz de Tenerife;Unemployment rate;2022QIV;13,22
Males;38 Santa Cruz de Tenerife;Unemployment rate;2022QIII;15,06
Males;38 Santa Cruz de Tenerife;Unemployment rate;2022QII;17,5
Males;38 Santa Cruz de Tenerife;Unemployment rate;2022QI;20,27
Males;38 Santa Cruz de Tenerife;Unemployment rate;2021QIV;18,08
Males;38 Santa Cruz de Tenerife;Unemployment rate;2021QIII;21,86
Males;38 Santa Cruz de Tenerife;Unemployment rate;2021QII;25
Males;38 Santa Cruz de Tenerife;Unemployment rate;2021QI;23,47
Males;38 Santa Cruz de Tenerife;Employment rate;2023QIV;55,2
Males;38 Santa Cruz de Tenerife;Employment rate;2023QIII;54,56
Males;38 Santa Cruz de Tenerife;Employment rate;2023QII;55,13
Males;38 Santa Cruz de Tenerife;Employment rate;2023QI;50,89
Males;38 Santa Cruz de Tenerife;Employment rate;2022QIV;54,32
Males;38 Santa Cruz de Tenerife;Employment rate;2022QIII;52,21
Males;38 Santa Cruz de Tenerife;Employment rate;2022QII;50,43
Males;38 Santa Cruz de Tenerife;Employment rate;2022QI;50,25
Males;38 Santa Cruz de Tenerife;Employment rate;2021QIV;51,73
Males;38 Santa Cruz de Tenerife;Employment rate;2021QIII;50,18
Males;38 Santa Cruz de Tenerife;Employment rate;2021QII;45,64
Males;38 Santa Cruz de Tenerife;Employment rate;2021QI;45,17
Males;40 Segovia;Activity rate;2023QIV;62,66
Males;40 Segovia;Activity rate;2023QIII;66,34
Males;40 Segovia;Activity rate;2023QII;66,15
Males;40 Segovia;Activity rate;2023QI;63,98
Males;40 Segovia;Activity rate;2022QIV;63,36
Males;40 Segovia;Activity rate;2022QIII;62,7
Males;40 Segovia;Activity rate;2022QII;61,93
Males;40 Segovia;Activity rate;2022QI;63,99
Males;40 Segovia;Activity rate;2021QIV;63,88
Males;40 Segovia;Activity rate;2021QIII;65,33
Males;40 Segovia;Activity rate;2021QII;66,8
Males;40 Segovia;Activity rate;2021QI;65,73
Males;40 Segovia;Unemployment rate;2023QIV;5,3
Males;40 Segovia;Unemployment rate;2023QIII;8,23
Males;40 Segovia;Unemployment rate;2023QII;5,38
Males;40 Segovia;Unemployment rate;2023QI;5,9
Males;40 Segovia;Unemployment rate;2022QIV;6,2
Males;40 Segovia;Unemployment rate;2022QIII;8,29
Males;40 Segovia;Unemployment rate;2022QII;5,71
Males;40 Segovia;Unemployment rate;2022QI;6,58
Males;40 Segovia;Unemployment rate;2021QIV;6,32
Males;40 Segovia;Unemployment rate;2021QIII;4,26
Males;40 Segovia;Unemployment rate;2021QII;8,29
Males;40 Segovia;Unemployment rate;2021QI;9,49
Males;40 Segovia;Employment rate;2023QIV;59,34
Males;40 Segovia;Employment rate;2023QIII;60,88
Males;40 Segovia;Employment rate;2023QII;62,59
Males;40 Segovia;Employment rate;2023QI;60,21
Males;40 Segovia;Employment rate;2022QIV;59,43
Males;40 Segovia;Employment rate;2022QIII;57,5
Males;40 Segovia;Employment rate;2022QII;58,4
Males;40 Segovia;Employment rate;2022QI;59,78
Males;40 Segovia;Employment rate;2021QIV;59,84
Males;40 Segovia;Employment rate;2021QIII;62,55
Males;40 Segovia;Employment rate;2021QII;61,26
Males;40 Segovia;Employment rate;2021QI;59,49
Males;41 Sevilla;Activity rate;2023QIV;62,5
Males;41 Sevilla;Activity rate;2023QIII;62,62
Males;41 Sevilla;Activity rate;2023QII;62,11
Males;41 Sevilla;Activity rate;2023QI;62,97
Males;41 Sevilla;Activity rate;2022QIV;64,08
Males;41 Sevilla;Activity rate;2022QIII;64,86
Males;41 Sevilla;Activity rate;2022QII;63,59
Males;41 Sevilla;Activity rate;2022QI;63,62
Males;41 Sevilla;Activity rate;2021QIV;64,3
Males;41 Sevilla;Activity rate;2021QIII;65,16
Males;41 Sevilla;Activity rate;2021QII;65,68
Males;41 Sevilla;Activity rate;2021QI;64,18
Males;41 Sevilla;Unemployment rate;2023QIV;13,85
Males;41 Sevilla;Unemployment rate;2023QIII;14,32
Males;41 Sevilla;Unemployment rate;2023QII;14,24
Males;41 Sevilla;Unemployment rate;2023QI;14,02
Males;41 Sevilla;Unemployment rate;2022QIV;14,31
Males;41 Sevilla;Unemployment rate;2022QIII;13,4
Males;41 Sevilla;Unemployment rate;2022QII;14,38
Males;41 Sevilla;Unemployment rate;2022QI;13,95
Males;41 Sevilla;Unemployment rate;2021QIV;16,51
Males;41 Sevilla;Unemployment rate;2021QIII;19,83
Males;41 Sevilla;Unemployment rate;2021QII;17,6
Males;41 Sevilla;Unemployment rate;2021QI;21,05
Males;41 Sevilla;Employment rate;2023QIV;53,84
Males;41 Sevilla;Employment rate;2023QIII;53,66
Males;41 Sevilla;Employment rate;2023QII;53,26
Males;41 Sevilla;Employment rate;2023QI;54,14
Males;41 Sevilla;Employment rate;2022QIV;54,91
Males;41 Sevilla;Employment rate;2022QIII;56,17
Males;41 Sevilla;Employment rate;2022QII;54,45
Males;41 Sevilla;Employment rate;2022QI;54,75
Males;41 Sevilla;Employment rate;2021QIV;53,68
Males;41 Sevilla;Employment rate;2021QIII;52,24
Males;41 Sevilla;Employment rate;2021QII;54,12
